property group allowed for purpose CFIHOS unique code,property grouping or decomposition purpose CFIHOS unique code,property grouping purpose code,property grouping purpose description,source standard CFIHOS unique code,source standard code,property group CFIHOS unique code,property group code,property group description,property to group assignment CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,property sequence number,,,,,,,,data_origin,is_real,source_artifact_id,source_archive_member,source_row,annotation_origin,verification_status
CFIHOS-42000474,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000218,S704-FLD-369,Differential protection,CFIHOS-44000053,CFIHOS-30000805,alternating current motor,CFIHOS-40001356,current transformer location,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,53,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000447,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000191,S704-FLD-336,Differential protection,CFIHOS-44000054,CFIHOS-30000805,alternating current motor,CFIHOS-40001367,current transformer ratio,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,54,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000474,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000218,S704-FLD-369,Differential protection,CFIHOS-44000055,CFIHOS-30000805,alternating current motor,CFIHOS-40001367,current transformer ratio,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,55,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000393,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000137,S703-FLD-334,Starting performance,CFIHOS-44000056,CFIHOS-30000805,alternating current motor,CFIHOS-40001321,data for protection setting/power modelling requirements,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,56,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000414,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000158,S703-FLD-357,Starting performance,CFIHOS-44000057,CFIHOS-30000805,alternating current motor,CFIHOS-40001321,data for protection setting/power modelling requirements,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,57,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000393,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000137,S703-FLD-334,Starting performance,CFIHOS-44000058,CFIHOS-30000805,alternating current motor,CFIHOS-40001320,declared locked rotor current tolerance,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,58,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000437,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000181,S704-FLD-324,Starting performance,CFIHOS-44000059,CFIHOS-30000805,alternating current motor,CFIHOS-40001320,declared locked rotor current tolerance,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,59,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000393,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000137,S703-FLD-334,Starting performance,CFIHOS-44000060,CFIHOS-30000805,alternating current motor,CFIHOS-40000870,declared locked-rotor current at 100% rated voltage,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,60,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000437,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000181,S704-FLD-324,Starting performance,CFIHOS-44000061,CFIHOS-30000805,alternating current motor,CFIHOS-40000870,declared locked-rotor current at 100% rated voltage,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,61,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000393,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000137,S703-FLD-334,Starting performance,CFIHOS-44000062,CFIHOS-30000805,alternating current motor,CFIHOS-40000871,declared locked-rotor current at 80% rated voltage,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,62,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000437,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000181,S704-FLD-324,Starting performance,CFIHOS-44000063,CFIHOS-30000805,alternating current motor,CFIHOS-40000871,declared locked-rotor current at 80% rated voltage,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,63,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000393,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000137,S703-FLD-334,Starting performance,CFIHOS-44000064,CFIHOS-30000805,alternating current motor,CFIHOS-40000872,declared locked-rotor torque at 100% rated voltage,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,64,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000393,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000137,S703-FLD-334,Starting performance,CFIHOS-44000065,CFIHOS-30000805,alternating current motor,CFIHOS-40000873,declared locked-rotor torque at 80% rated voltage,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,65,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000452,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000196,S704-FLD-343,Air-to-water heat exchanger,CFIHOS-44000066,CFIHOS-30000805,alternating current motor,CFIHOS-40000487,design specification,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,66,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000479,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000223,S704-FLD-376,Air-to-water heat exchanger,CFIHOS-44000067,CFIHOS-30000805,alternating current motor,CFIHOS-40000487,design specification,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,67,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000447,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000191,S704-FLD-336,Differential protection,CFIHOS-44000068,CFIHOS-30000805,alternating current motor,CFIHOS-40001344,differential protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,68,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000474,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000218,S704-FLD-369,Differential protection,CFIHOS-44000069,CFIHOS-30000805,alternating current motor,CFIHOS-40001344,differential protection,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,69,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000388,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000132,S703-FLD-329,Duty,CFIHOS-44000070,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,70,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000398,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000142,S703-FLD-339,Fan,CFIHOS-44000071,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,71,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000410,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000154,S703-FLD-352,Duty,CFIHOS-44000072,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,72,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000419,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000163,S703-FLD-362,Fan,CFIHOS-44000073,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,73,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000433,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000177,S704-FLD-319,Driven equipment interface,CFIHOS-44000074,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,74,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000460,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000204,S704-FLD-352,Driven equipment interface,CFIHOS-44000075,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,75,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000488,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000235,S733-FLD-81,General,CFIHOS-44000076,CFIHOS-30000805,alternating current motor,CFIHOS-40000075,direction of rotation,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,76,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000500,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000247,S733-FLD-96,Mounting,CFIHOS-44000077,CFIHOS-30000805,alternating current motor,CFIHOS-40001375,drip cover requirement,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,77,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000448,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000192,S704-FLD-337,Bearings (general),CFIHOS-44000078,CFIHOS-30000805,alternating current motor,CFIHOS-40001345,drive-end bearing insulation,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,78,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000475,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000219,S704-FLD-370,Bearings (general),CFIHOS-44000079,CFIHOS-30000805,alternating current motor,CFIHOS-40001345,drive-end bearing insulation,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,79,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000448,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000192,S704-FLD-337,Bearings (general),CFIHOS-44000080,CFIHOS-30000805,alternating current motor,CFIHOS-40001365,driven equipment bearing type,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,80,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000475,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000219,S704-FLD-370,Bearings (general),CFIHOS-44000081,CFIHOS-30000805,alternating current motor,CFIHOS-40001365,driven equipment bearing type,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,81,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000441,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000185,S704-FLD-328,Motor construction,CFIHOS-44000082,CFIHOS-30000805,alternating current motor,CFIHOS-40000494,dry weight,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,82,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000468,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000212,S704-FLD-361,Motor construction,CFIHOS-44000083,CFIHOS-30000805,alternating current motor,CFIHOS-40000494,dry weight,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,83,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000388,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000132,S703-FLD-329,Duty,CFIHOS-44000084,CFIHOS-30000805,alternating current motor,CFIHOS-40000860,duty point shaft power,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,84,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000410,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000154,S703-FLD-352,Duty,CFIHOS-44000085,CFIHOS-30000805,alternating current motor,CFIHOS-40000860,duty point shaft power,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,85,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000433,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000177,S704-FLD-319,Driven equipment interface,CFIHOS-44000086,CFIHOS-30000805,alternating current motor,CFIHOS-40000860,duty point shaft power,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,86,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000460,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000204,S704-FLD-352,Driven equipment interface,CFIHOS-44000087,CFIHOS-30000805,alternating current motor,CFIHOS-40000860,duty point shaft power,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,87,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000394,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000138,S703-FLD-335,Operating performance,CFIHOS-44000088,CFIHOS-30000805,alternating current motor,CFIHOS-40000495,efficiency,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,88,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000415,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000159,S703-FLD-358,Operating performance,CFIHOS-44000089,CFIHOS-30000805,alternating current motor,CFIHOS-40000495,efficiency,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,89,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000438,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000182,S704-FLD-325,Operating performance,CFIHOS-44000090,CFIHOS-30000805,alternating current motor,CFIHOS-40000495,efficiency,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,90,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000394,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000138,S703-FLD-335,Operating performance,CFIHOS-44000091,CFIHOS-30000805,alternating current motor,CFIHOS-40000880,efficiency at 100% rated output,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,91,source_reference_record,source_reference_record_unreviewed
CFIHOS-42000415,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000159,S703-FLD-358,Operating performance,CFIHOS-44000092,CFIHOS-30000805,alternating current motor,CFIHOS-40000880,efficiency at 100% rated output,,,,,,,,,real,True,sha256:a69b98012d9e4a46495a3aed48eef8ce75a69d001eaa28b4c38cb0f3c921909d,CORE CFIHOS V2.0 CSV/CFIHOS CORE property groupings v2.0.csv,92,source_reference_record,source_reference_record_unreviewed
