item_no,description,unit,rate,currency,raw_line,page,line,data_origin,is_real,source_artifact_id,annotation_origin,verification_status
1.22.16,250 mm X 300 mm X 100 mm deep,Each,721,INR,1.22.16 250 mm X 300 mm X 100 mm deep Each 721 ,19,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.23.1,5/6 amps switch,Each,63,INR,1.23.1 5/6 amps switch Each 63 ,19,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.23.2,2 way 5/6 A switch,Each,75,INR,1.23.2 2 way 5/6 A switch Each 75 ,19,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.23.3,15/16 A switch,Each,140,INR,1.23.3 15/16 A switch Each 140 ,19,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.23.4,3 pin 5/6 A socket outlet,Each,81,INR,1.23.4 3 pin 5/6 A socket outlet Each 81 ,19,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.23.5,6 pin 15/16 A socket outlet,Each,156,INR,1.23.5 6 pin 15/16 A socket outlet Each 156 ,19,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.23.6,Telephone socket outlet,Each,127,INR,1.23.6 Telephone socket outlet Each 127 ,19,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.23.7,TV antenna socket outlet,Each,112,INR,1.23.7 TV antenna socket outlet Each 112 ,19,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.23.8,Bell push,Each,100,INR,1.23.8 Bell push Each 100 ,19,23,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.24.1,5/6 A switch,Each,121,INR,1.24.1 5/6 A switch Each 121 ,19,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.24.2,2 way 5/6 A switch,Each,168,INR,1.24.2 2 way 5/6 A switch Each 168 ,19,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.24.3,15/16 A switch,Each,176,INR,1.24.3 15/16 A switch Each 176 ,19,30,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.24.4,3 pin 5/6 A socket outlet,Each,136,INR,1.24.4 3 pin 5/6 A socket outlet Each 136 ,20,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.24.5,6 pin 15/16 A socket outlet,Each,219,INR,1.24.5 6 pin 15/16 A socket outlet Each 219 ,20,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.24.6,Telephone socket outlet,Each,168,INR,1.24.6 Telephone socket outlet Each 168 ,20,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.24.7,TV antenna socket outlet,Each,168,INR,1.24.7 TV antenna socket outlet Each 168 ,20,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.24.8,Bell push,Each,159,INR,1.24.8 Bell push Each 159 ,20,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.27.1,1 or 2 Module (75mmX75mm),Each,354,INR,1.27.1 1 or 2 Module (75mmX75mm) Each 354 ,20,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.27.2,3 Module (100mmX75mm),Each,384,INR,1.27.2 3 Module (100mmX75mm) Each 384 ,20,30,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.27.3,4 Module (125mmX75mm),Each,401,INR,1.27.3 4 Module (125mmX75mm) Each 401 ,20,31,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.27.4,6 Module (200mmX75mm),Each,462,INR,1.27.4 6 Module (200mmX75mm) Each 462 ,20,32,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.27.5,8 Module (125mmX125mm),Each,517,INR,1.27.5 8 Module (125mmX125mm) Each 517 ,20,33,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.27.6,12 Module (200mmX150mm),Each,614,INR,1.27.6 12 Module (200mmX150mm) Each 614 ,20,34,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.28.1,1 or 2 Module,Each,156,INR,1.28.1 1 or 2 Module Each 156 ,20,38,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.28.2,3 Module,Each,175,INR,1.28.2 3 Module Each 175 ,20,39,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.28.3,4 Module,Each,182,INR,1.28.3 4 Module Each 182 ,20,40,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.28.4,6 Module,Each,207,INR,1.28.4 6 Module Each 207 ,20,41,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.28.5,8 Module,Each,238,INR,1.28.5 8 Module Each 238 ,20,42,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.28.6,12 Module,Each,301,INR,1.28.6 12 Module Each 301 ,20,43,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.50.1,Upto 450 mm sweep,Each,556,INR,1.50.1 Upto 450 mm sweep Each 556 ,23,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.50.2,510 mm sweep,Each,800,INR,1.50.2 510 mm sweep Each 800 ,23,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.54.1,Group A,Point,914,INR,1.54.1 Group A Point 914 ,23,45,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.54.2,Group B,Point,1083,INR,1.54.2 Group B Point 1083 ,23,46,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.54.3,Group C,Point,1246,INR,1.54.3 Group C Point 1246 ,23,47,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.55.1,Group A,Point,776,INR,1.55.1 Group A Point 776 ,23,56,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.55.2,Group B,Point,885,INR,1.55.2 Group B Point 885 ,23,57,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
1.55.3,Group C,Point,994,INR,1.55.3 Group C Point 994 ,23,58,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.1.1,32 A TP&N,Each,2292,INR,2.1.1 32 A  TP&N Each 2292 ,25,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.1.2,63 A TP&N,Each,3342,INR,2.1.2 63 A  TP&N Each 3342 ,25,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.1.3,100 A TP&N,Each,6414,INR,2.1.3 100 A  TP&N Each 6414 ,25,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.1.4,125 A TP&N,Each,7577,INR,2.1.4 125 A  TP&N Each 7577 ,25,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.1.5,160 A TP&N,Each,8546,INR,2.1.5 160 A  TP&N Each 8546 ,25,15,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.1.6,200 A TP&N,Each,10198,INR,2.1.6 200 A  TP&N Each 10198 ,25,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.1.7,315 A TP&N,Each,15308,INR,2.1.7 315 A  TP&N Each 15308 ,25,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.1.8,400 A TP&N,Each,18722,INR,2.1.8 400 A  TP&N Each 18722 ,25,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.1,"100 A, 16 KA,TPMCCB",Each,4003,INR,"2.2.1 100 A, 16 KA,TPMCCB Each 4003 ",25,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.2,"125 A, 16 KA,TPMCCB",Each,5103,INR,"2.2.2 125 A, 16 KA,TPMCCB Each 5103 ",25,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.3,"150 A, 16 KA,TPMCCB",Each,6326,INR,"2.2.3 150 A, 16 KA,TPMCCB Each 6326 ",25,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.4,"200 A, 16 KA,TPMCCB",Each,8111,INR,"2.2.4 200 A, 16 KA,TPMCCB Each 8111 ",25,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.5,"200 A, 25 KA,TPMCCB",Each,11586,INR,"2.2.5 200 A, 25 KA,TPMCCB Each 11586 ",25,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.6,"250 A, 25 KA,TPMCCB",Each,13647,INR,"2.2.6 250 A, 25 KA,TPMCCB Each 13647 ",25,30,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.7,"250 A, 35 KA,TPMCCB",Each,14584,INR,"2.2.7 250 A, 35 KA,TPMCCB Each 14584 ",25,31,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.8,"315 A, 35 KA,TPMCCB",Each,22644,INR,"2.2.8 315 A, 35 KA,TPMCCB Each 22644 ",25,32,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.9,"400 A, 35 KA,TPMCCB",Each,22644,INR,"2.2.9 400 A, 35 KA,TPMCCB Each 22644 ",26,1,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.10,"500 A, 35 KA,TPMCCB",Each,26812,INR,"2.2.10 500 A, 35 KA,TPMCCB Each 26812 ",26,2,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.11,"630 A, 50 KA,TPMCCB",Each,29222,INR,"2.2.11 630 A, 50 KA,TPMCCB Each 29222 ",26,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.12,"800 A, 50 KA,TPMCCB",Each,37895,INR,"2.2.12 800 A, 50 KA,TPMCCB Each 37895 ",26,4,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.13,"100 A,30KA,FPMCCB",Each,8127,INR,"2.2.13 100 A,30KA,FPMCCB Each 8127 ",26,5,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.14,"125 A,36KA,FPMCCB",Each,8644,INR,"2.2.14 125 A,36KA,FPMCCB Each 8644 ",26,6,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.15,"200 A,36KA,FPMCCB",Each,15956,INR,"2.2.15 200 A,36KA,FPMCCB Each 15956 ",26,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.16,"250 A,36KA,FPMCCB",Each,18372,INR,"2.2.16 250 A,36KA,FPMCCB Each 18372 ",26,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.17,"250 A,50KA,FPMCCB",Each,19313,INR,"2.2.17 250 A,50KA,FPMCCB Each 19313 ",26,9,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.18,"400 A,50KA,FPMCCB",Each,44663,INR,"2.2.18 400 A,50KA,FPMCCB Each 44663 ",26,10,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.2.19,"630 A,50KA,FPMCCB",Each,45108,INR,"2.2.19 630 A,50KA,FPMCCB Each 45108 ",26,11,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.3.1,"6 way, Double door",Each,2390,INR,"2.3.1  6 way, Double door Each 2390 ",26,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.3.2,"8 way, Double door",Each,2773,INR,"2.3.2  8 way, Double door Each 2773 ",26,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.3.3,"12 way, Double door",Each,2503,INR,"2.3.3 12 way, Double door Each 2503 ",26,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.3.4,"16 way, Double door",Each,3367,INR,"2.3.4 16 way, Double door Each 3367 ",26,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.4.1,"4 way (4 + 12), Double door",Each,4377,INR,"2.4.1 4 way (4 + 12), Double door Each 4377 ",26,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.4.2,"6 way (4 + 18), Double door",Each,5299,INR,"2.4.2 6 way (4 + 18), Double door Each 5299 ",26,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.4.3,"8 way (4 + 24), Double door",Each,19477,INR,"2.4.3 8 way (4 + 24), Double door Each 19477 ",27,3,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.5.1,"4 way (4 + 12), Double door",Each,7951,INR,"2.5.1 4 way (4 + 12), Double door Each 7951 ",27,12,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.5.2,"8 way (4 + 24), Double door",Each,10724,INR,"2.5.2 8 way (4 + 24), Double door Each 10724 ",27,13,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.5.3,"12 way (4 + 36), Double door",Each,13512,INR,"2.5.3 12 way (4 + 36), Double door Each 13512 ",27,14,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.10.1,Single pole,Each,285,INR,2.10.1 Single pole Each 285 ,27,24,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.10.2,Single pole and neutral,Each,285,INR,2.10.2 Single pole and neutral Each 285 ,27,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.10.3,Double pole,Each,696,INR,2.10.3 Double pole Each 696 ,27,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.10.4,Triple pole,Each,1070,INR,2.10.4 Triple pole Each 1070 ,27,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.10.5,Triple pole and neutral,Each,1301,INR,2.10.5 Triple pole and neutral Each 1301 ,27,28,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.12.1,40 A,Each,472,INR,2.12.1 40 A Each 472 ,27,39,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.12.2,63 A,Each,569,INR,2.12.2 63 A Each 569 ,27,40,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.13.1,40 A,Each,1049,INR,2.13.1 40 A Each 1049 ,28,7,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.13.2,63 A,Each,1115,INR,2.13.2 63 A Each 1115 ,28,8,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.13.3,100 A,Each,1317,INR,2.13.3 100 A Each 1317 ,28,9,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.14.1,25 A,Each,2141,INR,2.14.1 25 A Each 2141 ,28,16,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.14.2,40 A,Each,2512,INR,2.14.2 40 A Each 2512 ,28,17,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.14.3,63 A,Each,2866,INR,2.14.3 63 A Each 2866 ,28,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.15.1,25 A,Each,2737,INR,2.15.1 25 A Each 2737 ,28,25,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.15.2,40 A,Each,3366,INR,2.15.2 40 A Each 3366 ,28,26,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.15.3,63 A,Each,3036,INR,2.15.3 63 A Each 3036 ,28,27,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.23.1,"For 6 way, Double door SPN MCBDB",Each,834,INR,"2.23.1 For 6 way, Double door SPN MCBDB Each 834 ",29,68,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.23.2,"For 8 way, Double door SPN MCBDB",Each,918,INR,"2.23.2 For 8 way, Double door SPN MCBDB Each 918 ",29,69,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.23.3,"For 10 way, Double door SPN MCBDB",Each,895,INR,"2.23.3 For 10 way, Double door SPN MCBDB Each 895 ",29,70,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.23.4,"For 14 way, Double door SPN MCBDB",Each,990,INR,"2.23.4 For 14 way, Double door SPN MCBDB Each 990 ",29,71,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.24.1,"For 4 way, Double door TPN MCBDB",Each,1177,INR,"2.24.1 For 4 way, Double door TPN MCBDB Each 1177 ",29,77,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.24.2,"For 6 way, Double door TPN MCBDB",Each,1223,INR,"2.24.2 For 6 way, Double door TPN MCBDB Each 1223 ",29,78,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
2.24.3,"For 8 way, Double door TPN MCBDB",Each,1448,INR,"2.24.3 For 8 way, Double door TPN MCBDB Each 1448 ",29,79,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.1.1,200 A (S.C. rating for 1 sec - 15 kA),Metre,7778,INR,3.1.1 200 A (S.C. rating for 1 sec - 15 kA) Metre 7778 ,30,18,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.1.2,300 A (S.C. rating for 1 sec - 20 kA),Metre,8097,INR,3.1.2 300 A (S.C. rating for 1 sec - 20 kA) Metre 8097 ,30,19,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.1.3,400 A (S.C. rating for 1 sec - 25 kA),Metre,9907,INR,3.1.3 400 A (S.C. rating for 1 sec - 25 kA) Metre 9907 ,30,20,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.1.4,600 A (S.C. rating for 1 sec - 45 kA),Metre,11033,INR,3.1.4 600 A (S.C. rating for 1 sec - 45 kA) Metre 11033 ,30,21,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.1.5,800 A (S.C. rating for 1 sec - 50 kA),Metre,13241,INR,3.1.5 800 A (S.C. rating for 1 sec - 50 kA) Metre 13241 ,30,22,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.2.1,16 A TPN,Each,8550,INR,3.2.1 16 A TPN Each 8550 ,30,29,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.2.2,32 A TPN,Each,10711,INR,3.2.2 32 A TPN Each 10711 ,30,30,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.2.3,63 A TPN,Each,12116,INR,3.2.3 63 A TPN Each 12116 ,30,31,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.2.4,100 A TPN,Each,14902,INR,3.2.4 100 A TPN Each 14902 ,30,32,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
3.2.5,200 A TPN,Each,19804,INR,3.2.5 200 A TPN Each 19804 ,30,33,real,True,sha256:dc58bcdf21a288b9f21c605684be24ed4e38695d9c31d99e0c928e5a4b7a4691,machine_text_pattern,machine_extracted_unverified
